control_id,physical_label,section,side_channel,physical_component_type,assembly_id,related_control_ids,signal_type,report_id,report_length,encoding,endianness,signedness,idle_value,active_value,press_edge,release_edge,direction,cw_code,ccw_code,observed_min,observed_max,resolution_observed,touch_control_id,push_control_id,reconciliation_status,confidence,byte_offset_with_report_id,payload_offset_without_report_id,field_width,bit_mask,bit_mask_hex,byte_masks,shift,modulus,canonical_view_length,canonical_view_kind,compatible_carrier_lengths,evidence_state,evidence_ref,ambiguity,behavior
BtnBackButtonLeft,BACK_LEFT,DECK,LEFT,BUTTON,BtnBackButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CORRECTED_WITH_EVIDENCE,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,128,0x80,"[""0x80""]",7,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnBackButtonRight,BACK_RIGHT,DECK,RIGHT,BUTTON,BtnBackButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,PRESS_AND_RELEASE,,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,128,0x80,"[""0x80""]",7,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=PRESS_AND_RELEASE; RELEASE=None
BtnBrowseKnobLeft,BROWSE_LEFT_PUSH,DECK / LEFT,LEFT,BUTTON,ASSEMBLY_BROWSEKNOBLEFT,"[""CapBrowseKnobLeft"",""EncBrowseKnobLeft""]",PUSH,1,109,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,CapBrowseKnobLeft,BtnBrowseKnobLeft,ADDED_BY_LATER_CAPTURE,CONFIRMED,4,3,1,8,0x08,"[""0x08""]",,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnBrowseKnobRight,BROWSE_RIGHT_PUSH,DECK / RIGHT,RIGHT,BUTTON,ASSEMBLY_BROWSEKNOBRIGHT,"[""CapBrowseKnobRight"",""EncBrowseKnobRight""]",PUSH,1,109,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,CapBrowseKnobRight,BtnBrowseKnobRight,ADDED_BY_LATER_CAPTURE,CONFIRMED,12,11,1,8,0x08,"[""0x08""]",,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnCaptureButtonLeft,CAPTURE_LEFT,DECK,LEFT,BUTTON,BtnCaptureButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnCaptureButtonRight,CAPTURE_RIGHT,DECK,RIGHT,BUTTON,BtnCaptureButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnCueButtonLeft,DECK_LEFT_CUE,DECK,LEFT,BUTTON,BtnCueButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,PRESS_AND_RELEASE,,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,9,8,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=PRESS_AND_RELEASE; RELEASE=None
BtnCueButtonRight,DECK_RIGHT_CUE,DECK,RIGHT,BUTTON,BtnCueButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,17,16,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnEditButtonLeft,EDIT_LEFT,DECK,LEFT,BUTTON,BtnEditButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,1,0x01,"[""0x01""]",0,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnEditButtonRight,EDIT_RIGHT,DECK,RIGHT,BUTTON,BtnEditButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,1,0x01,"[""0x01""]",0,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFluxButtonLeft,FLUX_LEFT,DECK,LEFT,BUTTON,BtnFluxButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,PRESS_AND_RELEASE,,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,8,7,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=PRESS_AND_RELEASE; RELEASE=None
BtnFluxButtonRight,FLUX_RIGHT,DECK,RIGHT,BUTTON,BtnFluxButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,16,15,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx1ButtonLeft,FX_1_LEFT,FX,LEFT,BUTTON,BtnFx1ButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,4,3,1,128,0x80,"[""0x80""]",7,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx1ButtonRight,FX_1_RIGHT,FX,RIGHT,BUTTON,BtnFx1ButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,12,11,1,128,0x80,"[""0x80""]",7,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx2ButtonLeft,FX_2_LEFT,FX,LEFT,BUTTON,BtnFx2ButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,5,4,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx2ButtonRight,FX_2_RIGHT,FX,RIGHT,BUTTON,BtnFx2ButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,13,12,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx3ButtonLeft,FX_3_LEFT,FX,LEFT,BUTTON,BtnFx3ButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,5,4,1,2,0x02,"[""0x02""]",1,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx3ButtonRight,FX_3_RIGHT,FX,RIGHT,BUTTON,BtnFx3ButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,13,12,1,2,0x02,"[""0x02""]",1,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx4ButtonLeft,FX_4_LEFT,FX,LEFT,BUTTON,BtnFx4ButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,5,4,1,1,0x01,"[""0x01""]",0,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFx4ButtonRight,FX_4_RIGHT,FX,RIGHT,BUTTON,BtnFx4ButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,13,12,1,1,0x01,"[""0x01""]",0,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassLAMixer,FXASS_LA,MIXER,A,BUTTON,BtnFxassLAMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,22,21,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassLBMixer,FXASS_LB,MIXER,B,BUTTON,BtnFxassLBMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,25,24,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassLCMixer,FXASS_LC,MIXER,C,BUTTON,BtnFxassLCMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,22,21,1,8,0x08,"[""0x08""]",3,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassLDMixer,FXASS_LD,MIXER,D,BUTTON,BtnFxassLDMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,25,24,1,64,0x40,"[""0x40""]",6,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassRAMixer,FXASS_RA,MIXER,A,BUTTON,BtnFxassRAMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,22,21,1,64,0x40,"[""0x40""]",6,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassRBMixer,FXASS_RB,MIXER,B,BUTTON,BtnFxassRBMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,25,24,1,32,0x20,"[""0x20""]",5,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassRCMixer,FXASS_RC,MIXER,C,BUTTON,BtnFxassRCMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,22,21,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnFxassRDMixer,FXASS_RD,MIXER,D,BUTTON,BtnFxassRDMixer,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,25,24,1,128,0x80,"[""0x80""]",7,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnHotcueButtonLeft,HOTCUE_LEFT,DECK,LEFT,BUTTON,BtnHotcueButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,9,8,1,8,0x08,"[""0x08""]",3,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnHotcueButtonRight,HOTCUE_RIGHT,DECK,RIGHT,BUTTON,BtnHotcueButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,17,16,1,8,0x08,"[""0x08""]",3,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnLoopButtonLeft,LOOP_LEFT,DECK,LEFT,BUTTON,BtnLoopButtonLeft,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,9,8,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnLoopButtonRight,LOOP_RIGHT,DECK,RIGHT,BUTTON,BtnLoopButtonRight,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,17,16,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnLoopKnobLeft,LOOP_LEFT_PUSH,DECK / LEFT,LEFT,BUTTON,ASSEMBLY_LOOPKNOBLEFT,"[""CapLoopKnobLeft"",""EncLoopKnobLeft""]",PUSH,1,109,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,CapLoopKnobLeft,BtnLoopKnobLeft,ADDED_BY_LATER_CAPTURE,CONFIRMED,7,6,1,16,0x10,"[""0x10""]",,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnLoopKnobRight,LOOP_RIGHT_PUSH,DECK / RIGHT,RIGHT,BUTTON,ASSEMBLY_LOOPKNOBRIGHT,"[""CapLoopKnobRight"",""EncLoopKnobRight""]",PUSH,1,109,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,CapLoopKnobRight,BtnLoopKnobRight,ADDED_BY_LATER_CAPTURE,CONFIRMED,15,14,1,16,0x10,"[""0x10""]",,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton1Left,ON_1_LEFT,DECK,LEFT,BUTTON,BtnOnButton1Left,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton1Right,ON_1_RIGHT,DECK,RIGHT,BUTTON,BtnOnButton1Right,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,16,0x10,"[""0x10""]",4,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton2Left,ON_2_LEFT,DECK,LEFT,BUTTON,BtnOnButton2Left,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,8,0x08,"[""0x08""]",3,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton2Right,ON_2_RIGHT,DECK,RIGHT,BUTTON,BtnOnButton2Right,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,8,0x08,"[""0x08""]",3,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton3Left,ON_3_LEFT,DECK,LEFT,BUTTON,BtnOnButton3Left,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton3Right,ON_3_RIGHT,DECK,RIGHT,BUTTON,BtnOnButton3Right,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton4Left,ON_4_LEFT,DECK,LEFT,BUTTON,BtnOnButton4Left,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,6,5,1,2,0x02,"[""0x02""]",1,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
BtnOnButton4Right,ON_4_RIGHT,DECK,RIGHT,BUTTON,BtnOnButton4Right,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED_MULTIPLE_SOURCES,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,14,13,1,2,0x02,"[""0x02""]",1,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
