control_id,physical_label,section,side_channel,physical_component_type,assembly_id,related_control_ids,signal_type,report_id,report_length,encoding,endianness,signedness,idle_value,active_value,press_edge,release_edge,direction,cw_code,ccw_code,observed_min,observed_max,resolution_observed,touch_control_id,push_control_id,reconciliation_status,confidence,byte_offset_with_report_id,payload_offset_without_report_id,field_width,bit_mask,bit_mask_hex,byte_masks,shift,modulus,canonical_view_length,canonical_view_kind,compatible_carrier_lengths,evidence_state,evidence_ref,ambiguity,behavior
EncBrowseKnobLeft,BROWSE_LEFT_ROTARY,DECK / LEFT,LEFT,ENCODER,ASSEMBLY_BROWSEKNOBLEFT,"[""BtnBrowseKnobLeft"",""CapBrowseKnobLeft""]",ENCODER_RELATIVE,1,109,MASKED_WRAP_COUNTER,NOT_APPLICABLE,UNSIGNED_COUNTER_OBSERVED,,,,,CW_DECREASES,-1,1,,,1,CapBrowseKnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,1,0,1,240,0xF0,"[""0xF0""]",4,16,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Modulo-16 counter; direction CW_DECREASES; CW=-1; CCW=1
EncBrowseKnobRight,BROWSE_RIGHT_ROTARY,DECK / RIGHT,RIGHT,ENCODER,ASSEMBLY_BROWSEKNOBRIGHT,"[""BtnBrowseKnobRight"",""CapBrowseKnobRight""]",ENCODER_RELATIVE,1,109,MASKED_WRAP_COUNTER,NOT_APPLICABLE,TWOS_COMPLEMENT_OBSERVED,,,,,CW_DECREASES,-1,1,,,1,CapBrowseKnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,2,1,1,240,0xF0,"[""0xF0""]",4,16,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,HISTORICAL_SIGNEDNESS_DOES_NOT_DEFINE_DELTA,Modulo-16 counter; direction CW_DECREASES; CW=-1; CCW=1
EncLoopKnobLeft,LOOP_LEFT_ROTARY,DECK / LEFT,LEFT,ENCODER,ASSEMBLY_LOOPKNOBLEFT,"[""BtnLoopKnobLeft"",""CapLoopKnobLeft""]",ENCODER_RELATIVE,1,109,MASKED_WRAP_COUNTER,NOT_APPLICABLE,UNSIGNED_COUNTER_OBSERVED,,,,,CW_INCREASES,1,-1,,,1,CapLoopKnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,1,0,1,15,0x0F,"[""0x0F""]",0,16,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Modulo-16 counter; direction CW_INCREASES; CW=1; CCW=-1
EncLoopKnobRight,LOOP_RIGHT_ROTARY,DECK / RIGHT,RIGHT,ENCODER,ASSEMBLY_LOOPKNOBRIGHT,"[""BtnLoopKnobRight"",""CapLoopKnobRight""]",ENCODER_RELATIVE,1,109,MASKED_WRAP_COUNTER,NOT_APPLICABLE,UNSIGNED_COUNTER_OBSERVED,,,,,CW_INCREASES,1,-1,,,1,CapLoopKnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,2,1,1,15,0x0F,"[""0x0F""]",0,16,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Modulo-16 counter; direction CW_INCREASES; CW=1; CCW=-1
EncTempoMixer,Enc Tempo Mixer,MIXER / CENTER,CENTER,ENCODER,ASSEMBLY_TEMPOMIXER,"[""BtnTempoMixer""]",ENCODER_RELATIVE,1,109,INCREMENT_DECREMENT_CODES,NOT_APPLICABLE,RAW_CODES,,,,,GUIDED_CW_THEN_CCW,247,248,,,0,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,3,2,1,,,"[""0xFF""]",,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[],OBSERVATIONAL_BASELINE,H01,HISTORICAL_TEMPO_SEE_SECTION_6,Historical: CW=247; CCW=248; see section 6
EndKnob1Left,End Knob 1 Left,DECK / LEFT,LEFT,KNOB,ASSEMBLY_KNOB1LEFT,"[""CapKnob1Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,299,855,1,CapKnob1Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,1,0,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 299..855
EndKnob1Right,End Knob 1 Right,DECK / RIGHT,RIGHT,KNOB,ASSEMBLY_KNOB1RIGHT,"[""CapKnob1Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,168,417,1,CapKnob1Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,9,8,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 168..417
EndKnob2Left,End Knob 2 Left,DECK / LEFT,LEFT,KNOB,ASSEMBLY_KNOB2LEFT,"[""CapKnob2Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,306,955,1,CapKnob2Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,3,2,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 306..955
EndKnob2Right,End Knob 2 Right,DECK / RIGHT,RIGHT,KNOB,ASSEMBLY_KNOB2RIGHT,"[""CapKnob2Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,399,777,1,CapKnob2Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,11,10,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 399..777
EndKnob3Left,End Knob 3 Left,DECK / LEFT,LEFT,KNOB,ASSEMBLY_KNOB3LEFT,"[""CapKnob3Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,8,475,1,CapKnob3Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,5,4,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 8..475
EndKnob3Right,End Knob 3 Right,DECK / RIGHT,RIGHT,KNOB,ASSEMBLY_KNOB3RIGHT,"[""CapKnob3Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,45,492,1,CapKnob3Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,13,12,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 45..492
EndKnob4Left,End Knob 4 Left,DECK / LEFT,LEFT,KNOB,ASSEMBLY_KNOB4LEFT,"[""CapKnob4Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,338,520,1,CapKnob4Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,7,6,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 338..520
EndKnob4Right,End Knob 4 Right,DECK / RIGHT,RIGHT,KNOB,ASSEMBLY_KNOB4RIGHT,"[""CapKnob4Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,159,698,1,CapKnob4Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,15,14,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 159..698
FadFader1Left,Fad Fader 1 Left,DECK / LEFT,LEFT,FADER,ASSEMBLY_FADER1LEFT,"[""CapFader1Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,17,4084,1,CapFader1Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,17,16,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 17..4084
FadFader1Right,Fad Fader 1 Right,DECK / RIGHT,RIGHT,FADER,ASSEMBLY_FADER1RIGHT,"[""CapFader1Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,18,4084,1,CapFader1Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,25,24,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 18..4084
FadFader2Left,Fad Fader 2 Left,DECK / LEFT,LEFT,FADER,ASSEMBLY_FADER2LEFT,"[""CapFader2Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,16,4085,1,CapFader2Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,19,18,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 16..4085
FadFader2Right,Fad Fader 2 Right,DECK / RIGHT,RIGHT,FADER,ASSEMBLY_FADER2RIGHT,"[""CapFader2Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,15,4085,1,CapFader2Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,27,26,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 15..4085
FadFader3Left,Fad Fader 3 Left,DECK / LEFT,LEFT,FADER,ASSEMBLY_FADER3LEFT,"[""CapFader3Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,18,4083,1,CapFader3Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,21,20,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 18..4083
FadFader3Right,Fad Fader 3 Right,DECK / RIGHT,RIGHT,FADER,ASSEMBLY_FADER3RIGHT,"[""CapFader3Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4084,1,CapFader3Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,29,28,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4084
FadFader4Left,Fad Fader 4 Left,DECK / LEFT,LEFT,FADER,ASSEMBLY_FADER4LEFT,"[""CapFader4Left""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,18,4085,1,CapFader4Left,,ADDED_BY_LATER_CAPTURE,CONFIRMED,23,22,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 18..4085
FadFader4Right,Fad Fader 4 Right,DECK / RIGHT,RIGHT,FADER,ASSEMBLY_FADER4RIGHT,"[""CapFader4Right""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4085,1,CapFader4Right,,ADDED_BY_LATER_CAPTURE,CONFIRMED,31,30,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4085
FadLinefaderAMixer,Fad Linefader AMixer,MIXER / A,A,FADER,FadLinefaderAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,NOT_APPLICABLE,UNSIGNED_OBSERVED,,,,,DECREASING,,,0,15,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,34,33,1,,,"[""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 0..15
FadLinefaderBMixer,Fad Linefader BMixer,MIXER / B,B,FADER,FadLinefaderBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,NOT_APPLICABLE,UNSIGNED_OBSERVED,,,,,DECREASING,,,0,15,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,36,35,1,,,"[""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 0..15
FadLinefaderCMixer,Fad Linefader CMixer,MIXER / C,C,FADER,FadLinefaderCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,DECREASING,,,14,4089,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,37,36,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 14..4089
FadLinefaderDMixer,Fad Linefader DMixer,MIXER / D,D,FADER,FadLinefaderDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,NOT_APPLICABLE,UNSIGNED_OBSERVED,,,,,INCREASING,,,0,15,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,40,39,1,,,"[""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 0..15
KnbFilterAMixer,Knb Filter AMixer,MIXER / A,A,KNOB,KnbFilterAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,11,4079,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,77,76,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 11..4079
KnbFilterBMixer,Knb Filter BMixer,MIXER / B,B,KNOB,KnbFilterBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,DECREASING,,,14,4083,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,87,86,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 14..4083
KnbFilterCMixer,Knb Filter CMixer,MIXER / C,C,KNOB,KnbFilterCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,11,4083,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,97,96,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 11..4083
KnbFilterDMixer,Knb Filter DMixer,MIXER / D,D,KNOB,KnbFilterDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4083,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,107,106,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4083
KnbFx1KnobLeft,Knb Fx 1 Knob Left,FX / LEFT,LEFT,KNOB,ASSEMBLY_FX1KNOBLEFT,"[""CapFx1KnobLeft""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,15,4084,1,CapFx1KnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,43,42,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 15..4084
KnbFx1KnobRight,Knb Fx 1 Knob Right,FX / RIGHT,RIGHT,KNOB,ASSEMBLY_FX1KNOBRIGHT,"[""CapFx1KnobRight""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,15,4085,1,CapFx1KnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,51,50,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 15..4085
KnbFx2KnobLeft,Knb Fx 2 Knob Left,FX / LEFT,LEFT,KNOB,ASSEMBLY_FX2KNOBLEFT,"[""CapFx2KnobLeft""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,17,4085,1,CapFx2KnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,45,44,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 17..4085
KnbFx2KnobRight,Knb Fx 2 Knob Right,FX / RIGHT,RIGHT,KNOB,ASSEMBLY_FX2KNOBRIGHT,"[""CapFx2KnobRight""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,15,4084,1,CapFx2KnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,53,52,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 15..4084
KnbFx3KnobLeft,Knb Fx 3 Knob Left,FX / LEFT,LEFT,KNOB,ASSEMBLY_FX3KNOBLEFT,"[""CapFx3KnobLeft""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,17,4084,1,CapFx3KnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,47,46,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 17..4084
KnbFx3KnobRight,Knb Fx 3 Knob Right,FX / RIGHT,RIGHT,KNOB,ASSEMBLY_FX3KNOBRIGHT,"[""CapFx3KnobRight""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4085,1,CapFx3KnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,55,54,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4085
KnbFx4KnobLeft,Knb Fx 4 Knob Left,FX / LEFT,LEFT,KNOB,ASSEMBLY_FX4KNOBLEFT,"[""CapFx4KnobLeft""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,17,4078,1,CapFx4KnobLeft,,ADDED_BY_LATER_CAPTURE,CONFIRMED,49,48,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 17..4078
KnbFx4KnobRight,Knb Fx 4 Knob Right,FX / RIGHT,RIGHT,KNOB,ASSEMBLY_FX4KNOBRIGHT,"[""CapFx4KnobRight""]",ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4085,1,CapFx4KnobRight,,ADDED_BY_LATER_CAPTURE,CONFIRMED,57,56,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4085
KnbGainAMixer,Knb Gain AMixer,MIXER / A,A,KNOB,KnbGainAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,11,4083,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,69,68,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 11..4083
KnbGainBMixer,Knb Gain BMixer,MIXER / B,B,KNOB,KnbGainBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,DECREASING,,,14,4081,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,79,78,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 14..4081
KnbGainCMixer,Knb Gain CMixer,MIXER / C,C,KNOB,KnbGainCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,9,4084,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,89,88,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 9..4084
KnbGainDMixer,Knb Gain DMixer,MIXER / D,D,KNOB,KnbGainDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,13,4082,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,99,98,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 13..4082
KnbHiAMixer,Knb Hi AMixer,MIXER / A,A,KNOB,KnbHiAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,11,4082,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,71,70,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 11..4082
KnbHiBMixer,Knb Hi BMixer,MIXER / B,B,KNOB,KnbHiBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,13,4082,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,81,80,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 13..4082
KnbHiCMixer,Knb Hi CMixer,MIXER / C,C,KNOB,KnbHiCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4079,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,91,90,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4079
KnbHiDMixer,Knb Hi DMixer,MIXER / D,D,KNOB,KnbHiDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4081,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,101,100,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4081
KnbLowAMixer,Knb Low AMixer,MIXER / A,A,KNOB,KnbLowAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,DECREASING,,,13,4085,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,75,74,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction DECREASING; observed range 13..4085
KnbLowBMixer,Knb Low BMixer,MIXER / B,B,KNOB,KnbLowBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,13,4078,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,85,84,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 13..4078
KnbLowCMixer,Knb Low CMixer,MIXER / C,C,KNOB,KnbLowCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,NOT_APPLICABLE,UNSIGNED_OBSERVED,,,,,DECREASING,,,0,15,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,96,95,1,,,"[""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,OBSERVED_WIDTH_1_DO_NOT_GENERALIZE_TO_2,Raw position; direction DECREASING; observed range 0..15
